fiscal_year,state_name,program_area,total_investment_dollars,number_investments,svi_investments
2018,Indiana,Single Family Housing,635265344,5683,48448301
2018,Indiana,Water and Environmental,60372859,33,12928708
2018,Iowa,Business Programs,40169416,127,4503517
2018,Iowa,Community Facilities,52507389,44,1857738
2018,Iowa,Electric Programs,29000000,6,0
2018,Iowa,Multifamily Housing,26632968,639,2270630
2018,Iowa,Single Family Housing,232127453,2280,12074444
2018,Iowa,Telecommunications Programs,15729305,9,0
2018,Iowa,Water and Environmental,106670629,72,0
2018,Kansas,Business Programs,3017115,81,526484
2018,Kansas,Community Facilities,101118992,35,16626728
2018,Kansas,Electric Programs,33543000,4,0
2018,Kansas,Multifamily Housing,13936770,445,1636186
2018,Kansas,Single Family Housing,152390339,1438,13142600
2018,Kansas,Telecommunications Programs,414437,2,0
2018,Kansas,Water and Environmental,93238494,63,10385000
2018,Kentucky,Business Programs,26750560,96,6446301
2018,Kentucky,Community Facilities,19062054,45,543086
2018,Kentucky,Electric Programs,118604875,4,0
2018,Kentucky,Multifamily Housing,32519172,371,11694163
2018,Kentucky,Single Family Housing,498339818,4444,53762633
2018,Kentucky,Telecommunications Programs,23623306,4,0
2018,Kentucky,Water and Environmental,54453665,39,14420245
2018,Louisiana,Business Programs,87370780,37,21072684
2018,Louisiana,Community Facilities,37495281,15,34700100
2018,Louisiana,Electric Programs,14926000,1,0
2018,Louisiana,Multifamily Housing,69903885,355,42196022
2018,Louisiana,Single Family Housing,698181357,4813,123007265
2018,Louisiana,Telecommunications Programs,1031516,3,0
2018,Louisiana,Water and Environmental,65695066,41,23947364
2018,Maine,Business Programs,3788220,56,0
2018,Maine,Community Facilities,6077386,15,2727457
2018,Maine,Electric Programs,1510000,1,0
2018,Maine,Multifamily Housing,39676186,446,4237614
2018,Maine,Single Family Housing,255609300,1792,7098505
2018,Maine,Telecommunications Programs,1733076,2,0
2018,Maine,Water and Environmental,59844450,22,52000
2018,Maryland,Business Programs,2198444,31,130442
2018,Maryland,Community Facilities,1241700,3,0
2018,Maryland,Multifamily Housing,25726940,146,12198696
2018,Maryland,Single Family Housing,522796866,2453,36577061
2018,Maryland,Water and Environmental,14761985,24,5583000
2018,Massachusetts,Business Programs,3929210,67,131062
2018,Massachusetts,Community Facilities,3034301,4,215001
2018,Massachusetts,Multifamily Housing,12454722,69,822343
2018,Massachusetts,Single Family Housing,121139727,569,1015347
2018,Massachusetts,Water and Environmental,2885627,6,0
2018,Michigan,Business Programs,17831820,88,2203792
2018,Michigan,Community Facilities,14628349,56,655156
2018,Michigan,Electric Programs,8000000,1,0
2018,Michigan,Multifamily Housing,43411357,997,9551035
2018,Michigan,Single Family Housing,642751799,5685,41961755
2018,Michigan,Telecommunications Programs,428006,3,0
2018,Michigan,Water and Environmental,134746174,75,11357909
2018,Minnesota,Business Programs,65843071,133,7178585
2018,Minnesota,Community Facilities,38250321,33,2196875
2018,Minnesota,Electric Programs,174478277,15,0
2018,Minnesota,Multifamily Housing,24644291,712,4206246
2018,Minnesota,Single Family Housing,436145347,3065,34153636
2018,Minnesota,Telecommunications Programs,16801626,4,0
2018,Minnesota,Water and Environmental,73907349,45,22809000
2018,Mississippi,Business Programs,4479524,35,3009376
2018,Mississippi,Community Facilities,1364681,42,938724
2018,Mississippi,Multifamily Housing,63695063,459,42731268
2018,Mississippi,Single Family Housing,362079689,3219,79670586
2018,Mississippi,Telecommunications Programs,2105618,5,0
2018,Mississippi,Water and Environmental,44976625,28,26598923
2018,Missouri,Business Programs,62813584,132,3082839
2018,Missouri,Community Facilities,57565922,59,2359564
2018,Missouri,Electric Programs,166975000,8,0
2018,Missouri,Multifamily Housing,29309333,1071,7360474
2018,Missouri,Single Family Housing,643722484,5656,94641956
2018,Missouri,Telecommunications Programs,14892787,5,0
2018,Missouri,Water and Environmental,46242960,45,20701720
2018,Montana,Business Programs,9242136,50,1493635
2018,Montana,Community Facilities,993534,11,712624
2018,Montana,Multifamily Housing,8694865,307,1038549
2018,Montana,Single Family Housing,144209767,815,6790975
2018,Montana,Telecommunications Programs,206745,1,0
2018,Montana,Water and Environmental,37676537,41,1836699
2018,Nebraska,Business Programs,10466923,61,1310196
2018,Nebraska,Community Facilities,29291574,24,212800
2018,Nebraska,Multifamily Housing,8207595,264,870584
2018,Nebraska,Single Family Housing,105627765,1007,10229423
2018,Nebraska,Telecommunications Programs,1831798,5,0
2018,Nebraska,Water and Environmental,17775791,29,0
2018,Nevada,Business Programs,10242331,23,49700
2018,Nevada,Community Facilities,16148886,18,188513
2018,Nevada,Multifamily Housing,12242185,100,4559408
2018,Nevada,Single Family Housing,92520846,451,11989145
2018,Nevada,Telecommunications Programs,7171148,2,0
2018,Nevada,Water and Environmental,8287338,9,7734938
2018,New Hampshire,Business Programs,1138002,37,0
2018,New Hampshire,Community Facilities,1464637,16,0
2018,New Hampshire,Multifamily Housing,20213605,124,0
2018,New Hampshire,Single Family Housing,105350667,711,1711326
2018,New Hampshire,Telecommunications Programs,245802,2,0
2018,New Hampshire,Water and Environmental,18603693,14,0
2018,New Jersey,Business Programs,2952184,24,660890
2018,New Jersey,Community Facilities,392412,8,108700
2018,New Jersey,Multifamily Housing,19646618,93,2674030
2018,New Jersey,Single Family Housing,133016622,795,12215153
2018,New Jersey,Water and Environmental,13308500,9,4088000
2018,New Mexico,Business Programs,8241777,39,4976353
2018,New Mexico,Community Facilities,750651,15,319872
2018,New Mexico,Electric Programs,101608736,5,0
2018,New Mexico,Multifamily Housing,20028424,161,13091848
2018,New Mexico,Single Family Housing,51431858,403,21452271
2018,New Mexico,Telecommunications Programs,11991092,3,0
2018,New Mexico,Water and Environmental,47051015,13,46019615
2018,New York,Business Programs,25524985,63,428126
2018,New York,Community Facilities,5810292,33,161000
2018,New York,Multifamily Housing,35009629,467,2238788
2018,New York,Single Family Housing,185474623,1652,7901188
2018,New York,Telecommunications Programs,818600,3,0
2018,New York,Water and Environmental,105465455,93,5416824
2018,North Carolina,Business Programs,221442061,153,133875667
2018,North Carolina,Community Facilities,118061916,63,16073546
2018,North Carolina,Electric Programs,158157741,6,0
2018,North Carolina,Multifamily Housing,101640892,661,63074596
2018,North Carolina,Single Family Housing,930043123,6460,195527704
2018,North Carolina,Telecommunications Programs,4365970,10,0
2018,North Carolina,Water and Environmental,65649235,43,19284124
2018,North Dakota,Business Programs,5265149,28,130334
2018,North Dakota,Community Facilities,41489641,18,3316000
2018,North Dakota,Electric Programs,118303792,5,0
2018,North Dakota,Multifamily Housing,6682160,150,1399611
2018,North Dakota,Single Family Housing,72602157,474,4356272
2018,North Dakota,Telecommunications Programs,2933502,2,0
2018,North Dakota,Water and Environmental,38040212,27,8187000
2018,Ohio,Business Programs,20240009,62,7080610
2018,Ohio,Community Facilities,77986600,45,764000
2018,Ohio,Electric Programs,232961084,8,0
2018,Ohio,Multifamily Housing,42137117,494,6320634
2018,Ohio,Single Family Housing,569800710,5102,29378279
2018,Ohio,Telecommunications Programs,811837,3,0
2018,Ohio,Water and Environmental,102808820,26,5436000
2018,Oklahoma,Business Programs,19325323,31,10958494
2018,Oklahoma,Community Facilities,36549931,44,34021931
2018,Oklahoma,Electric Programs,75161645,3,0
2018,Oklahoma,Multifamily Housing,27499496,291,16027485
2018,Oklahoma,Single Family Housing,272576287,2406,68780258
2018,Oklahoma,Telecommunications Programs,15105471,9,0
2018,Oklahoma,Water and Environmental,60251344,30,27595716
2018,Oregon,Business Programs,88804093,81,31585138
2018,Oregon,Community Facilities,238769,7,0
2018,Oregon,Electric Programs,1500000,1,0
2018,Oregon,Multifamily Housing,32858600,234,10528085
2018,Oregon,Single Family Housing,335779147,1735,93726227
2018,Oregon,Telecommunications Programs,49659,1,0
2018,Oregon,Water and Environmental,4331530,14,405639
2018,Pennsylvania,Business Programs,36007888,79,16703420
2018,Pennsylvania,Community Facilities,52413935,58,394900
2018,Pennsylvania,Multifamily Housing,53560825,310,4812359
2018,Pennsylvania,Single Family Housing,612307223,4813,20690143
2018,Pennsylvania,Telecommunications Programs,1215837,5,0
2018,Pennsylvania,Water and Environmental,47701500,17,0
2018,Puerto Rico,Business Programs,4162519,22,4162519
2018,Puerto Rico,Community Facilities,1205400,1,1205400
2018,Puerto Rico,Multifamily Housing,23152422,77,23152422
2018,Puerto Rico,Single Family Housing,293946148,2792,293946148
2018,Rhode Island,Business Programs,722295,18,312659
2018,Rhode Island,Community Facilities,86900,3,66900
2018,Rhode Island,Multifamily Housing,2716555,13,3530
2018,Rhode Island,Single Family Housing,13026894,58,0
2018,South Carolina,Business Programs,72564807,56,40969083
2018,South Carolina,Community Facilities,127605821,97,28057963
2018,South Carolina,Electric Programs,187306000,5,0
2018,South Carolina,Multifamily Housing,42515879,404,25079149
2018,South Carolina,Single Family Housing,513594547,3611,103865160
2018,South Carolina,Telecommunications Programs,1864963,6,0
2018,South Carolina,Water and Environmental,98809687,29,64519087
2018,South Dakota,Business Programs,14901455,35,11186872
2018,South Dakota,Community Facilities,22685125,24,739495
2018,South Dakota,Electric Programs,58297000,6,0
2018,South Dakota,Multifamily Housing,20721886,680,6376831
2018,South Dakota,Single Family Housing,161834554,1187,14053706
2018,South Dakota,Telecommunications Programs,33714275,6,0
2018,South Dakota,Water and Environmental,125961388,46,17529892
2018,Tennessee,Business Programs,26354460,76,3123908
2018,Tennessee,Community Facilities,18947895,67,15189316
2018,Tennessee,Electric Programs,38520000,2,0
2018,Tennessee,Multifamily Housing,51692864,404,22068421
2018,Tennessee,Single Family Housing,854609253,6499,130578501
2018,Tennessee,Telecommunications Programs,1948946,3,0
2018,Tennessee,Water and Environmental,63171393,32,33905100
2018,Texas,Business Programs,119809860,73,49380842
2018,Texas,Community Facilities,8020368,23,7696000
2018,Texas,Electric Programs,74532450,3,0
2018,Texas,Multifamily Housing,73057853,863,42289050
2018,Texas,Single Family Housing,594859289,4199,161861411
2018,Texas,Telecommunications Programs,1364177,3,0
2018,Texas,Water and Environmental,99449470,73,42386624
2018,Utah,Business Programs,14735659,16,315260
2018,Utah,Community Facilities,64513704,18,14800
2018,Utah,Multifamily Housing,11869818,82,3941513
2018,Utah,Single Family Housing,393082956,1877,19302529
2018,Utah,Telecommunications Programs,4374101,6,0
2018,Utah,Water and Environmental,15570675,24,1304156
2018,Vermont,Business Programs,7458622,67,313157
2018,Vermont,Community Facilities,44017824,31,36007600
2018,Vermont,Multifamily Housing,13709527,73,2046025
2018,Vermont,Single Family Housing,62793984,476,1123111
2018,Vermont,Water and Environmental,19270759,22,479000
2018,Virginia,Business Programs,19388385,70,717072
2018,Virginia,Community Facilities,103351373,72,95198093
2018,Virginia,Electric Programs,959720000,6,0
2018,Virginia,Multifamily Housing,36411226,250,11678891
2018,Virginia,Single Family Housing,665139847,4145,67649127
2018,Virginia,Telecommunications Programs,12188774,8,0
2018,Virginia,Water and Environmental,62873821,30,17912821
2018,Washington,Business Programs,18287976,110,784177
2018,Washington,Community Facilities,21881768,21,20226400
2018,Washington,Electric Programs,18195000,1,0
2018,Washington,Multifamily Housing,55291228,442,14934452
2018,Washington,Single Family Housing,331522980,1543,63587198
2018,Washington,Telecommunications Programs,443107,2,0
2018,Washington,Water and Environmental,54072941,34,22326372
2018,West Virginia,Business Programs,3822987,51,1494963
2018,West Virginia,Community Facilities,34623224,24,108731
2018,West Virginia,Multifamily Housing,21694278,211,5487148
2018,West Virginia,Single Family Housing,253663668,1870,19918171
2018,West Virginia,Telecommunications Programs,844144,2,0
2018,West Virginia,Water and Environmental,40339733,27,8673400
2018,Wisconsin,Business Programs,58303300,118,10279184
2018,Wisconsin,Community Facilities,43474500,23,335000
2018,Wisconsin,Electric Programs,5000000,1,0
2018,Wisconsin,Multifamily Housing,25969615,965,2203032
2018,Wisconsin,Single Family Housing,303938054,2353,9409820
2018,Wisconsin,Telecommunications Programs,21523001,3,0
2018,Wisconsin,Water and Environmental,69228072,41,2600000
2018,Wyoming,Business Programs,37460910,38,448336
2018,Wyoming,Community Facilities,36479700,12,0
2018,Wyoming,Multifamily Housing,5959835,49,778832
2018,Wyoming,Single Family Housing,189869807,1063,14800679
2018,Wyoming,Telecommunications Programs,1293205,2,0
2018,Wyoming,Water and Environmental,8183872,14,1200028
2019,Alabama,Business Programs,22801681,40,5583698
2019,Alabama,Community Facilities,8991903,38,511170
2019,Alabama,Multifamily Housing,38115224,386,16404643
2019,Alabama,Single Family Housing,430703048,3230,54355416
2019,Alabama,Telecommunications Programs,2079933,6,0
2019,Alabama,Water and Environmental,53440056,31,18172736
2019,Alaska,Business Programs,5513704,22,5024767
2019,Alaska,Community Facilities,1171902,5,471902
2019,Alaska,Electric Programs,11600679,6,0
2019,Alaska,Multifamily Housing,7563893,39,2836358
2019,Alaska,Single Family Housing,105901229,469,29585402
2019,Alaska,Telecommunications Programs,745654,2,0
2019,Alaska,Water and Environmental,25186549,26,14650219
2019,Arizona,Business Programs,37823196,46,19786977
2019,Arizona,Community Facilities,1685134,18,1371504
2019,Arizona,Electric Programs,94174000,1,0
2019,Arizona,Multifamily Housing,19306016,142,13048468
2019,Arizona,Single Family Housing,222000902,1472,98454387
2019,Arizona,Water and Environmental,16914347,18,9252517
2019,Arkansas,Business Programs,5733397,28,2265088
2019,Arkansas,Community Facilities,2026650,53,799000
2019,Arkansas,Electric Programs,340385000,4,0
2019,Arkansas,Multifamily Housing,27645281,316,12236454
2019,Arkansas,Single Family Housing,456189373,3844,65611002
2019,Arkansas,Telecommunications Programs,17042873,3,0
2019,Arkansas,Water and Environmental,15979915,27,5098500
2019,California,Business Programs,151103595,76,23782345
2019,California,Community Facilities,8163609,40,6815019
2019,California,Multifamily Housing,137422476,445,101075323
2019,California,Single Family Housing,440617515,2027,258815011
2019,California,Telecommunications Programs,16497,1,0
2019,California,Water and Environmental,36142385,34,6522553
2019,Colorado,Business Programs,5410617,27,54625
2019,Colorado,Community Facilities,33405143,19,175893
2019,Colorado,Electric Programs,305628000,3,0
2019,Colorado,Multifamily Housing,12678024,127,5694494
2019,Colorado,Single Family Housing,176351238,818,38598788
2019,Colorado,Telecommunications Programs,155635,1,0
2019,Colorado,Water and Environmental,21269952,17,3619596
2019,Connecticut,Business Programs,8719390,14,844478
2019,Connecticut,Community Facilities,126602,5,49900
2019,Connecticut,Multifamily Housing,10034691,73,591526
2019,Connecticut,Single Family Housing,118165386,602,9621106
2019,Connecticut,Telecommunications Programs,199285,1,0
2019,Delaware,Business Programs,3203423,20,148479
2019,Delaware,Community Facilities,7835200,8,29900
2019,Delaware,Multifamily Housing,8195525,43,3975562
2019,Delaware,Single Family Housing,122392508,590,22423433
2019,Delaware,Water and Environmental,6656791,7,30000
2019,District of Columbia,Business Programs,2018630,8,0
2019,District of Columbia,Community Facilities,400000,2,0
2019,District of Columbia,Water and Environmental,10909400,4,0
2019,Florida,Business Programs,37221099,23,11256965
2019,Florida,Community Facilities,7784543,22,1609143
2019,Florida,Electric Programs,60200000,3,0
2019,Florida,Multifamily Housing,65404695,758,45280964
2019,Florida,Single Family Housing,557940658,3367,123346965
2019,Florida,Telecommunications Programs,825080,3,0
2019,Florida,Water and Environmental,33254837,17,18882437
2019,Georgia,Business Programs,50665444,69,31238860
2019,Georgia,Community Facilities,2436349,52,2028449
2019,Georgia,Electric Programs,1146009000,9,0
2019,Georgia,Multifamily Housing,70191381,530,49244189
2019,Georgia,Single Family Housing,568107242,4016,115741202
2019,Georgia,Telecommunications Programs,907796,5,0
2019,Georgia,Water and Environmental,10414000,10,6914000
2019,Hawaii,Business Programs,14325771,19,7536204
2019,Hawaii,Community Facilities,15356216,4,2450000
2019,Hawaii,Multifamily Housing,13146598,27,5015640
2019,Hawaii,Single Family Housing,139857491,419,18412789
2019,Idaho,Business Programs,7506326,48,2746643
2019,Idaho,Community Facilities,12023081,7,6329538
2019,Idaho,Multifamily Housing,20633907,239,5911453
2019,Idaho,Single Family Housing,157256162,859,29556750
2019,Idaho,Telecommunications Programs,58260,1,0
2019,Idaho,Water and Environmental,23639617,24,15364617
2019,Illinois,Business Programs,13422226,102,491340
2019,Illinois,Community Facilities,48480166,45,158200
2019,Illinois,Multifamily Housing,32291851,713,3867768
2019,Illinois,Single Family Housing,272138304,3094,17215371
2019,Illinois,Telecommunications Programs,21479983,9,0
2019,Illinois,Water and Environmental,41753495,49,1256000
2019,Indiana,Business Programs,12664690,64,221044
2019,Indiana,Community Facilities,1285400,13,10700
2019,Indiana,Electric Programs,41000000,3,0
2019,Indiana,Multifamily Housing,28355236,946,4413649
2019,Indiana,Single Family Housing,619802028,5195,49247526
2019,Indiana,Telecommunications Programs,14543239,2,0
2019,Indiana,Water and Environmental,62490587,33,8596000
2019,Iowa,Business Programs,32071001,97,1483801
2019,Iowa,Community Facilities,1657525,38,30000
2019,Iowa,Electric Programs,112089000,3,0
2019,Iowa,Multifamily Housing,28772779,811,2420326
2019,Iowa,Single Family Housing,211911622,2028,12730053
2019,Iowa,Telecommunications Programs,12152476,2,0
2019,Iowa,Water and Environmental,29565987,34,0
2019,Kansas,Business Programs,20651762,34,10678394
2019,Kansas,Community Facilities,7635983,17,0
2019,Kansas,Electric Programs,46238620,5,0
2019,Kansas,Multifamily Housing,16862384,424,1896010
2019,Kansas,Single Family Housing,146730444,1345,13272611
2019,Kansas,Telecommunications Programs,743150,3,0
2019,Kansas,Water and Environmental,24156409,15,194854
2019,Kentucky,Business Programs,53614625,54,612411
2019,Kentucky,Community Facilities,25279008,40,24328720
2019,Kentucky,Electric Programs,427519000,7,0
2019,Kentucky,Multifamily Housing,40607837,359,16395494
2019,Kentucky,Single Family Housing,454361233,3850,52194849
2019,Kentucky,Telecommunications Programs,3144203,4,0
2019,Kentucky,Water and Environmental,45223590,37,11924890
2019,Louisiana,Business Programs,106587240,45,59937484
2019,Louisiana,Community Facilities,355239,10,193000
2019,Louisiana,Electric Programs,74542000,1,0
2019,Louisiana,Multifamily Housing,48338446,329,25884457
2019,Louisiana,Single Family Housing,689817051,4585,128779564
2019,Louisiana,Telecommunications Programs,203303,2,0
2019,Louisiana,Water and Environmental,6088000,7,1483000
2019,Maine,Business Programs,2865045,41,102774
2019,Maine,Community Facilities,13883743,15,0
2019,Maine,Electric Programs,1750000,1,0
2019,Maine,Multifamily Housing,41642290,404,3757216
2019,Maine,Single Family Housing,201727942,1396,5664773
2019,Maine,Telecommunications Programs,1255353,5,0
2019,Maine,Water and Environmental,70006731,35,6751000
2019,Maryland,Business Programs,18004453,28,189154
2019,Maryland,Community Facilities,596876,12,187000
2019,Maryland,Multifamily Housing,22024902,140,9663853
2019,Maryland,Single Family Housing,454267842,2041,31213319
2019,Maryland,Water and Environmental,8601280,9,1515000
2019,Massachusetts,Business Programs,3244733,37,40454
2019,Massachusetts,Community Facilities,300000,2,0
2019,Massachusetts,Multifamily Housing,12992667,63,742444
2019,Massachusetts,Single Family Housing,82860926,370,533332
2019,Massachusetts,Water and Environmental,36772422,12,0
2019,Michigan,Business Programs,42829535,84,10061304
2019,Michigan,Community Facilities,17662976,72,5340050
2019,Michigan,Electric Programs,295650000,4,0
2019,Michigan,Multifamily Housing,42983724,1195,10326258
2019,Michigan,Single Family Housing,568604214,4833,39186247
2019,Michigan,Telecommunications Programs,1142285,3,0
2019,Michigan,Water and Environmental,105529163,41,1533791
2019,Minnesota,Business Programs,60351560,117,663002
2019,Minnesota,Community Facilities,7709128,25,850146
2019,Minnesota,Electric Programs,199019000,8,0
2019,Minnesota,Multifamily Housing,26259247,707,3695316
2019,Minnesota,Single Family Housing,377499406,2493,30424740
2019,Minnesota,Telecommunications Programs,2453464,2,0
2019,Minnesota,Water and Environmental,30386000,28,5638000
2019,Mississippi,Business Programs,35380255,32,21423040
2019,Mississippi,Community Facilities,1355100,40,931900
2019,Mississippi,Electric Programs,274177000,3,0
2019,Mississippi,Multifamily Housing,52552473,424,37282400
2019,Mississippi,Single Family Housing,346370795,2916,74937655
2019,Mississippi,Telecommunications Programs,1827724,5,0
2019,Mississippi,Water and Environmental,38901467,36,20501136
2019,Missouri,Business Programs,44502290,140,11740640
2019,Missouri,Community Facilities,1495934,51,786696
2019,Missouri,Electric Programs,243671200,5,0
2019,Missouri,Multifamily Housing,31759486,1045,7821916
2019,Missouri,Single Family Housing,618072206,5169,93675134
2019,Missouri,Telecommunications Programs,459352,2,0
2019,Missouri,Water and Environmental,25157260,26,15823000
2019,Montana,Business Programs,14507727,39,686427
2019,Montana,Community Facilities,4187740,21,979806
2019,Montana,Electric Programs,200000,1,0
2019,Montana,Multifamily Housing,10317243,282,1237143
2019,Montana,Single Family Housing,112944232,647,6325813
2019,Montana,Telecommunications Programs,757572,3,0
2019,Montana,Water and Environmental,24344886,22,429000
2019,Nebraska,Business Programs,10225812,62,3614274
2019,Nebraska,Community Facilities,24788302,20,137702
2019,Nebraska,Electric Programs,9100000,1,0
2019,Nebraska,Multifamily Housing,9360855,278,799360
2019,Nebraska,Single Family Housing,101914214,945,10772488
2019,Nebraska,Telecommunications Programs,500000,1,0
2019,Nebraska,Water and Environmental,5914552,17,432000
2019,Nevada,Business Programs,365069,12,27336
2019,Nevada,Community Facilities,2881795,8,0
2019,Nevada,Multifamily Housing,10897925,66,6220490
2019,Nevada,Single Family Housing,75396842,345,8483950
2019,Nevada,Telecommunications Programs,291062,2,0
2019,Nevada,Water and Environmental,7286067,11,4464837
2019,New Hampshire,Business Programs,1452800,29,27610
2019,New Hampshire,Community Facilities,550347,16,0
2019,New Hampshire,Multifamily Housing,15412485,118,0
2019,New Hampshire,Single Family Housing,85064804,582,1368246
2019,New Hampshire,Water and Environmental,14857613,13,0
2019,New Jersey,Business Programs,510637,14,200638
2019,New Jersey,Community Facilities,257700,9,125000
2019,New Jersey,Multifamily Housing,13494195,82,3300287
2019,New Jersey,Single Family Housing,116998355,682,8448709
2019,New Jersey,Water and Environmental,10198040,9,1911530
2019,New Mexico,Business Programs,15712269,22,10404898
2019,New Mexico,Community Facilities,1415204,17,1092202
2019,New Mexico,Electric Programs,8538000,2,0
2019,New Mexico,Multifamily Housing,32562958,153,24463248
2019,New Mexico,Single Family Housing,42673199,336,18671641
2019,New Mexico,Telecommunications Programs,15000000,1,0
2019,New Mexico,Water and Environmental,70197579,25,46528562
2019,New York,Business Programs,38983142,61,3635239
2019,New York,Community Facilities,8455631,31,0
2019,New York,Multifamily Housing,37888052,439,2443998
2019,New York,Single Family Housing,170165503,1525,10214668
2019,New York,Telecommunications Programs,561902,2,0
2019,New York,Water and Environmental,86177299,61,13950816
2019,North Carolina,Business Programs,171269902,107,66029041
2019,North Carolina,Community Facilities,87199503,58,40576847
2019,North Carolina,Electric Programs,134387000,6,0
2019,North Carolina,Multifamily Housing,127643980,599,75634887
2019,North Carolina,Single Family Housing,721220661,4785,162853194
2019,North Carolina,Telecommunications Programs,4573305,12,0
2019,North Carolina,Water and Environmental,30516186,29,18342015
2019,North Dakota,Business Programs,8422029,29,332143
2019,North Dakota,Community Facilities,3830889,14,663938
2019,North Dakota,Electric Programs,98315000,2,0
2019,North Dakota,Multifamily Housing,7459301,141,978415
2019,North Dakota,Single Family Housing,70249914,441,2421805
2019,North Dakota,Telecommunications Programs,1361426,3,0
2019,North Dakota,Water and Environmental,24264025,25,9092000
2019,Ohio,Business Programs,33822578,57,15564149
2019,Ohio,Community Facilities,60220700,53,331500
2019,Ohio,Electric Programs,41088000,3,0
2019,Ohio,Multifamily Housing,45266144,446,5113889
2019,Ohio,Single Family Housing,489223110,4296,28245153
2019,Ohio,Telecommunications Programs,1513682,6,0
2019,Ohio,Water and Environmental,53838901,23,2517905
2019,Oklahoma,Business Programs,64716847,21,34330828
2019,Oklahoma,Community Facilities,2284702,53,1566402
2019,Oklahoma,Electric Programs,20099405,1,0
2019,Oklahoma,Multifamily Housing,28441083,319,15495187
2019,Oklahoma,Single Family Housing,265797941,2269,74867319
2019,Oklahoma,Telecommunications Programs,18383070,9,0
2019,Oklahoma,Water and Environmental,27246698,22,7718273
2019,Oregon,Business Programs,32332702,52,30616182
2019,Oregon,Community Facilities,275722,6,0
2019,Oregon,Electric Programs,51057000,2,0
2019,Oregon,Multifamily Housing,30780285,216,14674903
2019,Oregon,Single Family Housing,301402037,1440,85355525
2019,Oregon,Telecommunications Programs,577983,2,0
2019,Oregon,Water and Environmental,21228179,12,4904068
2019,Pennsylvania,Business Programs,18838876,68,1261710
2019,Pennsylvania,Community Facilities,123955250,78,16377132
2019,Pennsylvania,Multifamily Housing,37958467,312,2134853
2019,Pennsylvania,Single Family Housing,569398076,4268,23505067
2019,Pennsylvania,Telecommunications Programs,2859200,9,0
2019,Pennsylvania,Water and Environmental,60129548,16,1218548
2019,Puerto Rico,Business Programs,1557633,16,1557633
2019,Puerto Rico,Community Facilities,18169003,10,18169003
2019,Puerto Rico,Multifamily Housing,23565588,71,23565588
2019,Puerto Rico,Single Family Housing,264496164,2534,264496164
2019,Puerto Rico,Telecommunications Programs,504579,2,0
2019,Puerto Rico,Water and Environmental,348287,5,348287
2019,Rhode Island,Business Programs,18278026,17,9658826
2019,Rhode Island,Community Facilities,179200,4,67700
2019,Rhode Island,Multifamily Housing,2447724,12,15120
2019,Rhode Island,Single Family Housing,12925141,55,227272
2019,Rhode Island,Water and Environmental,3678460,5,0
2019,South Carolina,Business Programs,86014587,34,64658992
2019,South Carolina,Community Facilities,24371660,80,3396686
2019,South Carolina,Electric Programs,161730000,3,0
2019,South Carolina,Multifamily Housing,42607054,381,28427462
2019,South Carolina,Single Family Housing,473952449,3135,99720106
2019,South Carolina,Telecommunications Programs,17129665,5,0
2019,South Carolina,Water and Environmental,30611970,27,28063970
2019,South Dakota,Business Programs,18126497,37,14208432
2019,South Dakota,Community Facilities,5895781,23,732781
2019,South Dakota,Electric Programs,320147000,8,0
2019,South Dakota,Multifamily Housing,20896908,688,5966737
2019,South Dakota,Single Family Housing,137407305,987,10648020
2019,South Dakota,Telecommunications Programs,1201515,5,0
2019,South Dakota,Water and Environmental,35218019,20,8178962
2019,Tennessee,Business Programs,32239034,63,11798885
2019,Tennessee,Community Facilities,79587859,65,8943409
2019,Tennessee,Electric Programs,115000000,3,0
2019,Tennessee,Multifamily Housing,49569261,362,22204955
2019,Tennessee,Single Family Housing,731683289,5324,115029532
2019,Tennessee,Telecommunications Programs,24961256,5,0
2019,Tennessee,Water and Environmental,30655921,22,23391876
2019,Texas,Business Programs,41383721,51,19888702
2019,Texas,Community Facilities,15682954,33,14437700
2019,Texas,Electric Programs,179678006,5,0
2019,Texas,Multifamily Housing,106823472,904,60125013
2019,Texas,Single Family Housing,484938276,3421,139625145
2019,Texas,Telecommunications Programs,1478831,1,0
2019,Texas,Water and Environmental,56965888,58,35941585
2019,Utah,Business Programs,21204644,17,25577
2019,Utah,Community Facilities,9788967,10,0
2019,Utah,Multifamily Housing,9922981,76,2405247
2019,Utah,Single Family Housing,389809011,1681,15356457
2019,Utah,Telecommunications Programs,244247,2,0
2019,Utah,Water and Environmental,28866926,37,90000
2019,Vermont,Business Programs,4609679,58,773404
2019,Vermont,Community Facilities,6710708,20,174900
2019,Vermont,Electric Programs,8130000,1,0
2019,Vermont,Multifamily Housing,13449558,64,2364453
2019,Vermont,Single Family Housing,62680478,435,3276445
2019,Vermont,Water and Environmental,21031499,11,0
2019,Virginia,Business Programs,4286085,41,300826
2019,Virginia,Community Facilities,11429188,65,605600
2019,Virginia,Electric Programs,685688998,5,0
2019,Virginia,Multifamily Housing,33500851,241,12397839
2019,Virginia,Single Family Housing,600111218,3751,57966217
2019,Virginia,Telecommunications Programs,6841515,6,0
2019,Virginia,Water and Environmental,17859801,19,136370
2019,Washington,Business Programs,25918869,66,2976843
2019,Washington,Community Facilities,392166,10,55627
2019,Washington,Electric Programs,15000000,1,0
2019,Washington,Multifamily Housing,53550758,486,22009985
